Rider_ID,Full_Name,Gender,Date_of_Birth,Nationality,City,Phone,Email,Registration_Date,Status,Last_Ride_Date,Total_Rides,Total_Spent_SAR,Average_Rating_Given,Preferred_Payment_Method,Account_Tier,Women_Preferred_Rider
RDR000570,Meshari Al-Shammari,Male,7/7/1980,Indian,Dhahran,598970561,meshari.alshammari9@email.com,9/14/2023,Active,3/10/2023,307,11742.44,3.62,Debit Card,Diamond,No
RDR000571,Badr Al-Faisal,Male,2/28/2003,Saudi,Dhahran,541632745,badr.alfaisal63@email.com,9/22/2020,Active,3/10/2023,32,1323.94,4,Apple Pay,Silver,No
RDR000572,Yara Al-Rumaih,Female,1/25/2001,Egyptian,Medina,531366388,yara.alrumaih77@email.com,7/19/2023,Active,3/10/2023,241,5980.24,3.93,Cash,Platinum,Yes
RDR000573,Omar Al-Mutairi,Male,3/8/1977,Yemeni,Jeddah,530386018,omar.almutairi7@email.com,2/4/2019,Active,3/10/2023,439,6612.49,4.24,Credit Card,Diamond,No
RDR000574,Fahad Al-Shehri,Male,7/16/2004,Saudi,Dammam,532175662,fahad.alshehri40@email.com,2/11/2023,Active,3/10/2023,717,17856.35,4.04,Cash,Diamond,No
RDR000575,Saad Al-Otaibi,Male,6/20/1986,Saudi,Tabuk,545880464,saad.alotaibi76@email.com,1/1/2019,Active,3/10/2023,197,4677.34,4.68,Cash,Platinum,No
RDR000576,Waleed Al-Shehri,Male,5/15/1985,Saudi,Jeddah,576627763,waleed.alshehri78@email.com,3/8/2024,Active,3/10/2023,267,5797.57,3.74,Mada,Platinum,No
RDR000577,Sarah Al-Faisal,Female,9/20/1994,Saudi,Khobar,597709864,sarah.alfaisal91@email.com,10/28/2020,Active,3/10/2023,464,18299.76,4.04,Cash,Diamond,Yes
RDR000578,Saleh Al-Hamdan,Male,10/30/2005,Filipino,Medina,525799861,saleh.alhamdan19@email.com,9/12/2021,Active,3/10/2023,721,13144,3.73,Credit Card,Diamond,No
RDR000579,Maha Al-Ghamdi,Female,11/11/1986,Jordanian,Jeddah,565013238,maha.alghamdi16@email.com,3/3/2022,Active,3/10/2023,705,30241.82,3.98,Debit Card,Diamond,No
RDR000580,Samar Al-Ali,Female,1/21/2007,Saudi,Riyadh,562285733,samar.alali24@email.com,1/31/2023,Active,3/10/2023,197,7756.99,4.02,Credit Card,Platinum,Yes
RDR000581,Maram Al-Marri,Female,1/19/1983,Sudanese,Mecca,534690946,maram.almarri1@email.com,9/1/2022,Active,3/10/2023,725,29779.54,4.13,Apple Pay,Diamond,Yes
RDR000582,Sadeem Al-Mutairi,Female,3/31/1986,Saudi,Taif,537146258,sadeem.almutairi93@email.com,10/2/2022,Active,3/10/2023,144,2939.82,3.86,Cash,Gold,Yes
RDR000583,Meshari Al-Rajhi,Male,6/2/1999,Saudi,Tabuk,529838164,meshari.alrajhi43@email.com,3/8/2023,Active,3/10/2023,108,3824.35,4.22,Cash,Gold,No
RDR000584,Yara Al-Sabah,Female,9/12/2006,Indian,Tabuk,589319341,yara.alsabah71@email.com,11/13/2025,Active,3/10/2023,202,4788.57,4.15,Mada,Platinum,No
RDR000585,Sarah Al-Baker,Female,3/7/1987,Jordanian,Khobar,572215698,sarah.albaker78@email.com,3/15/2019,Active,3/10/2023,643,20676.91,4.95,Credit Card,Diamond,No
RDR000586,Hamed Al-Farsi,Male,10/3/1990,Saudi,Dammam,510575125,hamed.alfarsi68@email.com,6/8/2019,Active,3/10/2023,685,14985.49,4.86,Apple Pay,Diamond,No
RDR000587,Hamed Al-Mahmoud,Male,6/15/1984,Pakistani,Dhahran,565935917,hamed.almahmoud3@email.com,1/10/2019,Active,3/10/2023,78,2344.1,4.7,Apple Pay,Gold,No
RDR000588,Noura Al-Mohammed,Female,12/6/1997,Jordanian,Tabuk,585263223,noura.almohammed93@email.com,5/24/2021,Active,3/10/2023,566,14069.41,3.93,Credit Card,Diamond,Yes
RDR000589,Ahmed Al-Anazi,Male,11/18/1996,Saudi,Jeddah,598242407,ahmed.alanazi38@email.com,9/8/2022,Active,3/10/2023,492,17295.93,3.53,Debit Card,Diamond,No
RDR000590,Dana Al-Anazi,Female,2/20/1984,Sudanese,Medina,583642672,dana.alanazi82@email.com,11/2/2020,Active,3/10/2023,784,13373.23,4.9,Apple Pay,Diamond,No
RDR000591,Ahmed Al-Mahmoud,Male,1/7/2003,Pakistani,Jeddah,581751708,ahmed.almahmoud60@email.com,1/11/2022,Active,3/10/2023,117,3547.84,4.65,Apple Pay,Gold,No
RDR000592,Hind Al-Mutairi,Female,3/28/1997,Sudanese,Khobar,512446459,hind.almutairi80@email.com,1/12/2020,Active,3/10/2023,398,15574.24,4.71,Cash,Diamond,No
RDR000593,Abdullah Al-Malki,Male,2/19/1980,Egyptian,Mecca,513998226,abdullah.almalki44@email.com,11/2/2022,Active,3/10/2023,707,28707.87,4.3,Cash,Diamond,No
RDR000594,Rana Al-Khalid,Female,3/8/1977,Saudi,Dhahran,540434030,rana.alkhalid85@email.com,5/19/2021,Active,3/10/2023,636,27356.83,4.46,Cash,Diamond,No
RDR000595,Layan Al-Hamdan,Female,11/8/1982,Egyptian,Khobar,512297985,layan.alhamdan86@email.com,3/26/2021,Active,3/10/2023,38,1634.67,4.18,Credit Card,Silver,No
RDR000596,Fatima Al-Hamdan,Female,3/29/2003,Filipino,Taif,528222781,fatima.alhamdan61@email.com,12/16/2019,Active,3/10/2023,99,2953.21,4.39,Cash,Gold,No
RDR000597,Reem Al-Muhanna,Female,9/20/2006,Saudi,Riyadh,517370298,reem.almuhanna39@email.com,7/22/2022,Active,3/10/2023,550,19219.59,4.73,Apple Pay,Diamond,No
RDR000598,Layan Al-Ghamdi,Female,2/4/2005,Indian,Dammam,551390751,layan.alghamdi95@email.com,10/24/2022,Active,3/10/2023,77,1847.58,4.96,Apple Pay,Gold,Yes
RDR000599,Maram Al-Ahmadi,Female,3/15/1992,Saudi,Jeddah,522771791,maram.alahmadi34@email.com,7/16/2020,Active,3/10/2023,618,23508.7,4.4,Credit Card,Diamond,Yes
RDR000600,Turki Al-Mazrou,Male,10/14/1983,Pakistani,Medina,520692205,turki.almazrou92@email.com,7/12/2025,Active,3/10/2023,238,7489.41,3.57,Apple Pay,Platinum,No
RDR000601,Shatha Al-Dosari,Female,5/24/1996,Sudanese,Dhahran,516986498,shatha.aldosari18@email.com,6/16/2019,Active,3/10/2023,431,7353.91,3.64,Apple Pay,Diamond,No
RDR000602,Omar Al-Ali,Male,5/5/2001,Filipino,Riyadh,585321709,omar.alali32@email.com,4/5/2024,Active,3/10/2023,416,7263.47,4.31,Apple Pay,Diamond,No
RDR000603,Turki Al-Mazrou,Male,11/7/1977,Pakistani,Jeddah,542022542,turki.almazrou53@email.com,3/10/2019,Active,3/10/2023,747,11323.47,4.56,Debit Card,Diamond,No
RDR000604,Mona Al-Mohammed,Female,10/15/1984,Saudi,Abha,556206851,mona.almohammed18@email.com,9/1/2021,Inactive,12/7/2022,79,2143.71,4.5,Debit Card,Gold,Yes
RDR000605,Hind Al-Mahmoud,Female,5/26/2008,Saudi,Tabuk,564431323,hind.almahmoud76@email.com,5/25/2020,Active,3/10/2023,262,5432.56,4.47,Cash,Platinum,Yes
RDR000606,Turki Al-Rumaih,Male,5/18/2006,Sudanese,Jeddah,519690419,turki.alrumaih88@email.com,10/16/2021,Active,3/10/2023,42,1127.35,3.85,Debit Card,Silver,No
RDR000607,Sami Al-Zahrani,Male,11/6/2007,Jordanian,Tabuk,524355076,sami.alzahrani44@email.com,1/12/2019,Active,3/10/2023,735,15574.65,3.67,Mada,Diamond,No
RDR000608,Sultan Al-Zahrani,Male,2/16/1996,Indian,Khobar,599002424,sultan.alzahrani26@email.com,8/24/2022,Active,3/10/2023,388,15804.28,4.49,Mada,Diamond,No
RDR000609,Majed Al-Mansour,Male,3/6/1996,Jordanian,Khobar,516567733,majed.almansour33@email.com,2/9/2021,Active,3/10/2023,679,10247.28,3.86,Cash,Diamond,No
RDR000610,Dana Al-Qahtani,Female,2/25/2002,Saudi,Riyadh,547490780,dana.alqahtani23@email.com,2/23/2024,Active,3/10/2023,209,5806.97,4.12,Apple Pay,Platinum,Yes
RDR000611,Jasser Al-Sulaiman,Male,12/11/1990,Saudi,Dammam,531536347,jasser.alsulaiman62@email.com,7/7/2021,Active,3/10/2023,705,15239.96,4.8,Cash,Diamond,No
RDR000612,Mohammed Al-Mahmoud,Male,7/16/2003,Saudi,Taif,559772507,mohammed.almahmoud67@email.com,4/25/2023,Active,3/10/2023,565,12794.05,4.26,Debit Card,Diamond,No
RDR000613,Sami Al-Sabah,Male,7/4/1997,Yemeni,Dammam,584619451,sami.alsabah79@email.com,7/12/2023,Inactive,11/7/2025,31,999.2,4.85,Apple Pay,Silver,No
RDR000614,Mubarak Al-Sabah,Male,8/21/1989,Filipino,Riyadh,555808008,mubarak.alsabah1@email.com,9/2/2020,Active,3/10/2023,336,9888.67,4.65,Cash,Diamond,No
RDR000615,Omar Al-Saleh,Male,6/8/1990,Yemeni,Dhahran,590741671,omar.alsaleh73@email.com,10/25/2021,Active,3/10/2023,279,8905.86,4.38,Mada,Platinum,No
RDR000616,Mishal Al-Ali,Male,6/15/1992,Indian,Tabuk,542368904,mishal.alali69@email.com,3/14/2021,Active,3/10/2023,333,8325.96,3.57,Apple Pay,Diamond,No
RDR000617,Badr Al-Jasser,Male,4/9/1999,Indian,Riyadh,565346005,badr.aljasser69@email.com,11/9/2019,Active,3/10/2023,141,6327.89,3.85,Credit Card,Gold,No
RDR000618,Omar Al-Jasser,Male,10/28/2006,Saudi,Taif,511570055,omar.aljasser76@email.com,7/9/2020,Active,3/10/2023,220,6000.31,3.83,Credit Card,Platinum,No
RDR000619,Nada Al-Nasser,Female,8/17/1981,Pakistani,Jeddah,594437310,nada.alnasser98@email.com,10/27/2022,Active,3/10/2023,627,13942.16,3.68,Apple Pay,Diamond,Yes
RDR000620,Dana Al-Saud,Female,4/27/1982,Saudi,Taif,587265763,dana.alsaud36@email.com,6/5/2021,Active,3/10/2023,339,5085.94,3.65,Cash,Diamond,No
RDR000621,Nada Al-Jasser,Female,2/13/1996,Saudi,Mecca,533094606,nada.aljasser21@email.com,4/21/2019,Active,3/10/2023,643,14163.1,4.36,Mada,Diamond,Yes
RDR000622,Faisal Al-Nasser,Male,9/18/1980,Saudi,Medina,514226637,faisal.alnasser16@email.com,6/27/2020,Active,3/10/2023,63,2316.66,4.49,Debit Card,Gold,No
RDR000623,Meshari Al-Saleh,Male,10/11/2000,Egyptian,Dhahran,514715002,meshari.alsaleh69@email.com,9/22/2020,Active,3/10/2023,163,3301.22,4.21,Credit Card,Platinum,No
RDR000624,Rana Al-Mutairi,Female,1/4/2001,Saudi,Mecca,579828365,rana.almutairi92@email.com,5/17/2021,Inactive,10/14/2023,14,443.1,4.15,Mada,Silver,No
RDR000625,Nada Al-Malki,Female,9/28/2000,Filipino,Tabuk,569737061,nada.almalki36@email.com,12/22/2024,Active,3/10/2023,221,5408.29,4.93,Cash,Platinum,No
RDR000626,Faisal Al-Faisal,Male,4/17/2003,Sudanese,Dammam,527015981,faisal.alfaisal7@email.com,3/19/2023,Active,3/10/2023,477,10442.55,4.89,Cash,Diamond,No
RDR000627,Khalil Al-Faisal,Male,9/4/1997,Saudi,Tabuk,578238437,khalil.alfaisal78@email.com,7/7/2020,Inactive,8/9/2021,69,2160.4,4.81,Debit Card,Gold,No
RDR000628,Ali Al-Zamil,Male,7/27/1993,Pakistani,Abha,528277763,ali.alzamil23@email.com,12/9/2019,Active,3/10/2023,551,8992.63,3.64,Apple Pay,Diamond,No
RDR000629,Samar Al-Shehri,Female,1/12/1980,Pakistani,Medina,520758474,samar.alshehri95@email.com,1/2/2020,Active,3/10/2023,640,24194.68,4.16,Cash,Diamond,Yes
RDR000630,Joud Al-Rashid,Female,2/7/2007,Saudi,Riyadh,553284762,joud.alrashid22@email.com,2/17/2019,Active,3/10/2023,794,29955.04,4.5,Credit Card,Diamond,No
RDR000631,Saad Al-Fahad,Male,3/2/1980,Sudanese,Taif,591184381,saad.alfahad4@email.com,2/7/2020,Active,3/10/2023,552,20190.37,4.47,Credit Card,Diamond,No
RDR000632,Maram Al-Mansour,Female,8/25/2004,Pakistani,Jeddah,529856655,maram.almansour77@email.com,8/26/2024,Active,3/10/2023,771,27019.16,3.94,Debit Card,Diamond,Yes
RDR000633,Wadha Al-Sabah,Female,7/24/2006,Egyptian,Jeddah,560928280,wadha.alsabah61@email.com,9/8/2020,Active,3/10/2023,782,12677.39,3.93,Cash,Diamond,Yes
RDR000634,Fahad Al-Saif,Male,2/23/1993,Saudi,Riyadh,558515244,fahad.alsaif93@email.com,1/12/2019,Active,3/10/2023,252,7680.13,4.07,Mada,Platinum,No
RDR000635,Thamer Al-Mansour,Male,3/30/1998,Egyptian,Tabuk,559602348,thamer.almansour85@email.com,5/18/2020,Active,3/10/2023,153,2519.9,4.7,Cash,Platinum,No
RDR000636,Dana Al-Mazrou,Female,3/22/1990,Saudi,Dhahran,542264580,dana.almazrou53@email.com,6/21/2019,Active,3/10/2023,41,1355.59,4.44,Credit Card,Silver,No
RDR000637,Tala Al-Rashid,Female,12/22/2002,Jordanian,Tabuk,543932270,tala.alrashid68@email.com,11/23/2024,Active,3/10/2023,67,1254.77,3.59,Credit Card,Gold,Yes
RDR000638,Ibrahim Al-Farsi,Male,5/2/1985,Saudi,Mecca,560746101,ibrahim.alfarsi92@email.com,2/20/2025,Active,3/10/2023,511,19374.86,4.82,Debit Card,Diamond,No
RDR000639,Thamer Al-Khalifa,Male,1/21/1978,Saudi,Medina,532933935,thamer.alkhalifa67@email.com,9/26/2020,Active,3/10/2023,145,4660.68,4.54,Cash,Gold,No
RDR000640,Sadeem Al-Saleh,Female,12/12/1991,Sudanese,Mecca,580910050,sadeem.alsaleh56@email.com,3/26/2019,Active,3/10/2023,430,9208.98,4.63,Debit Card,Diamond,Yes
RDR000641,Lama Al-Kaabi,Female,9/14/1991,Saudi,Riyadh,515679986,lama.alkaabi24@email.com,5/18/2023,Active,3/10/2023,647,17532.65,4.08,Apple Pay,Diamond,Yes
RDR000642,Joud Al-Zamil,Female,5/23/1987,Jordanian,Mecca,551302750,joud.alzamil53@email.com,4/18/2022,Active,3/10/2023,747,28955.82,3.53,Credit Card,Diamond,No
RDR000643,Hassan Al-Dosari,Male,8/4/1993,Sudanese,Khobar,528019246,hassan.aldosari60@email.com,9/15/2021,Active,3/10/2023,513,17084.37,4.28,Apple Pay,Diamond,No
RDR000644,Hamad Al-Otaibi,Male,2/3/1999,Egyptian,Dammam,536082385,hamad.alotaibi68@email.com,8/24/2019,Active,3/10/2023,299,6796.72,3.86,Debit Card,Platinum,No
RDR000645,Reem Al-Faisal,Female,1/25/1988,Pakistani,Medina,572605861,reem.alfaisal93@email.com,8/2/2020,Active,3/10/2023,93,3846.28,3.64,Cash,Gold,Yes
RDR000646,Faisal Al-Mahmoud,Male,4/19/1990,Yemeni,Tabuk,553355032,faisal.almahmoud29@email.com,1/10/2020,Active,3/10/2023,203,3283.8,4.24,Debit Card,Platinum,No
RDR000647,Sarah Al-Harbi,Female,1/1/1991,Saudi,Jeddah,571970086,sarah.alharbi65@email.com,11/11/2025,Active,3/10/2023,509,20742.44,4.64,Apple Pay,Diamond,No
RDR000648,Ahmed Al-Ahmadi,Male,11/6/1989,Saudi,Medina,583784912,ahmed.alahmadi17@email.com,4/19/2019,Active,3/10/2023,31,1243.96,4.38,Apple Pay,Silver,No
RDR000649,Ali Al-Mansour,Male,9/22/1981,Saudi,Khobar,565768929,ali.almansour1@email.com,4/18/2024,Active,3/10/2023,510,21148.9,3.9,Apple Pay,Diamond,No
RDR000650,Thamer Al-Turki,Male,4/14/2005,Saudi,Tabuk,580593346,thamer.alturki82@email.com,11/17/2022,Active,3/10/2023,60,2289.36,3.61,Cash,Gold,No
RDR000651,Rana Al-Zamil,Female,2/25/1982,Saudi,Dammam,564664065,rana.alzamil25@email.com,7/14/2021,Active,3/10/2023,543,10924.09,4.22,Credit Card,Diamond,No
RDR000652,Sultan Al-Harbi,Male,1/7/1997,Saudi,Medina,549453084,sultan.alharbi17@email.com,1/23/2024,Active,3/10/2023,346,10584.28,4.13,Credit Card,Diamond,No
RDR000653,Sarah Al-Turki,Female,5/21/2006,Pakistani,Riyadh,522882933,sarah.alturki15@email.com,10/14/2022,Active,3/10/2023,405,15143.07,4.14,Mada,Diamond,Yes
RDR000654,Fahad Al-Fahad,Male,7/1/2004,Saudi,Riyadh,561846177,fahad.alfahad20@email.com,10/31/2024,Active,3/10/2023,370,13152.48,4.09,Cash,Diamond,No
RDR000655,Rashed Al-Nasser,Male,2/17/2006,Jordanian,Jeddah,578326999,rashed.alnasser71@email.com,12/19/2020,Active,3/10/2023,261,5351.05,4.85,Apple Pay,Platinum,No
RDR000656,Mubarak Al-Mohammed,Male,8/19/1996,Saudi,Dhahran,515414590,mubarak.almohammed15@email.com,4/18/2025,Active,3/10/2023,147,3272.66,4.43,Cash,Gold,No
RDR000657,Hamed Al-Fahad,Male,10/2/1984,Saudi,Khobar,564687986,hamed.alfahad6@email.com,5/7/2022,Active,3/10/2023,684,14609.43,4.87,Mada,Diamond,No
RDR000658,Reem Al-Qahtani,Female,9/14/1985,Egyptian,Jeddah,585760777,reem.alqahtani75@email.com,2/26/2023,Active,3/10/2023,711,25756.98,3.53,Credit Card,Diamond,No
RDR000659,Hanan Al-Rashid,Female,10/15/1976,Filipino,Taif,593721739,hanan.alrashid81@email.com,11/11/2021,Active,3/10/2023,170,4695.76,4.1,Cash,Platinum,No
RDR000660,Jawaher Al-Jasser,Female,6/11/2004,Pakistani,Tabuk,549667716,jawaher.aljasser19@email.com,9/24/2025,Active,3/10/2023,693,21523.15,4.52,Cash,Diamond,Yes
RDR000661,Amal Al-Ghamdi,Female,12/2/1982,Filipino,Khobar,536098769,amal.alghamdi23@email.com,5/4/2025,Active,3/10/2023,22,917.76,4.66,Apple Pay,Silver,Yes
RDR000662,Waleed Al-Ghamdi,Male,6/8/2007,Pakistani,Dhahran,573481972,waleed.alghamdi20@email.com,7/14/2023,Active,3/10/2023,57,1535.57,4.11,Mada,Gold,No
RDR000663,Jasser Al-Shammari,Male,3/26/1998,Pakistani,Riyadh,591434066,jasser.alshammari29@email.com,12/16/2023,Active,3/10/2023,222,5499.68,3.96,Mada,Platinum,No
RDR000664,Amal Al-Sabah,Female,3/9/1990,Yemeni,Mecca,525811556,amal.alsabah19@email.com,4/17/2025,Active,3/10/2023,292,12283.7,4.74,Apple Pay,Platinum,Yes
RDR000665,Joud Al-Rashid,Female,11/20/2001,Jordanian,Abha,598706994,joud.alrashid35@email.com,8/26/2020,Active,3/10/2023,782,13923.45,4.04,Mada,Diamond,Yes
RDR000666,Tala Al-Shammari,Female,12/5/2001,Saudi,Jeddah,580934691,tala.alshammari41@email.com,6/6/2021,Inactive,3/18/2024,55,1767.99,3.65,Mada,Gold,No
RDR000667,Ibrahim Al-Fahad,Male,8/19/1985,Saudi,Dammam,594025838,ibrahim.alfahad6@email.com,6/21/2023,Active,3/10/2023,247,10037.86,4.38,Apple Pay,Platinum,No
RDR000668,Khalil Al-Hassan,Male,1/1/1991,Saudi,Riyadh,517402229,khalil.alhassan15@email.com,1/27/2019,Active,3/10/2023,527,21085.96,4.15,Cash,Diamond,No
RDR000669,Mona Al-Harbi,Female,4/25/2006,Saudi,Jeddah,560357342,mona.alharbi68@email.com,3/2/2021,Active,3/10/2023,343,5721.1,4.74,Credit Card,Diamond,No
RDR000670,Waleed Al-Saif,Male,1/21/1985,Saudi,Jeddah,588176784,waleed.alsaif57@email.com,8/9/2022,Inactive,12/21/2024,100,3426.22,3.77,Mada,Gold,No
RDR000671,Khalid Al-Turki,Male,11/2/1995,Jordanian,Medina,531785186,khalid.alturki8@email.com,2/20/2022,Active,3/10/2023,508,18506.17,4.16,Cash,Diamond,No
RDR000672,Maha Al-Faisal,Female,5/23/1986,Sudanese,Dhahran,593938382,maha.alfaisal61@email.com,6/16/2020,Active,3/10/2023,353,15067.76,3.53,Credit Card,Diamond,No
RDR000673,Abdullah Al-Farsi,Male,9/15/1999,Saudi,Riyadh,537201429,abdullah.alfarsi59@email.com,6/16/2023,Active,3/10/2023,691,15176.7,4.3,Credit Card,Diamond,No
RDR000674,Rashed Al-Sulaiman,Male,11/30/2004,Indian,Mecca,511428262,rashed.alsulaiman27@email.com,4/9/2021,Active,3/10/2023,411,16639.9,3.66,Cash,Diamond,No
RDR000675,Omar Al-Mutairi,Male,6/10/1985,Yemeni,Tabuk,552648480,omar.almutairi17@email.com,10/31/2020,Inactive,7/18/2021,29,841.92,4.63,Debit Card,Silver,No
RDR000676,Layan Al-Zahrani,Female,8/5/1996,Filipino,Medina,516601392,layan.alzahrani93@email.com,6/12/2021,Active,3/10/2023,684,29984.6,4.32,Apple Pay,Diamond,No
RDR000677,Noura Al-Ghamdi,Female,2/3/2006,Saudi,Dhahran,570631334,noura.alghamdi27@email.com,4/19/2022,Active,3/10/2023,97,3439.76,4.15,Apple Pay,Gold,No
RDR000678,Aljohara Al-Zamil,Female,6/8/1985,Saudi,Jeddah,535051514,aljohara.alzamil10@email.com,8/3/2020,Active,3/10/2023,759,11704.09,4.69,Mada,Diamond,Yes
RDR000679,Mubarak Al-Rumaih,Male,10/7/2000,Filipino,Abha,583299666,mubarak.alrumaih44@email.com,1/17/2021,Active,3/10/2023,199,7370.25,3.89,Cash,Platinum,No
RDR000680,Nada Al-Hassan,Female,5/8/1985,Saudi,Dhahran,582948912,nada.alhassan88@email.com,8/6/2021,Active,3/10/2023,553,24817.23,3.86,Credit Card,Diamond,Yes
RDR000681,Ghada Al-Mazrou,Female,11/28/1979,Jordanian,Taif,564060403,ghada.almazrou88@email.com,4/4/2019,Active,3/10/2023,720,30825.48,4.38,Mada,Diamond,Yes
RDR000682,Noura Al-Faisal,Female,10/9/2007,Egyptian,Taif,510302186,noura.alfaisal49@email.com,8/24/2021,Active,3/10/2023,531,16577.09,4.67,Debit Card,Diamond,Yes
RDR000683,Turki Al-Hassan,Male,11/17/1978,Egyptian,Khobar,511990737,turki.alhassan43@email.com,9/5/2022,Active,3/10/2023,89,2774.33,4.99,Mada,Gold,No
RDR000684,Rana Al-Farsi,Female,3/15/2005,Filipino,Dhahran,528621916,rana.alfarsi42@email.com,5/21/2025,Active,3/10/2023,75,2402.7,4.28,Debit Card,Gold,No
RDR000685,Sami Al-Mahmoud,Male,5/12/2001,Saudi,Dhahran,515071837,sami.almahmoud43@email.com,12/28/2025,Active,3/10/2023,296,11529.66,4.68,Credit Card,Platinum,No
RDR000686,Badr Al-Saif,Male,4/25/1993,Sudanese,Dammam,591836571,badr.alsaif66@email.com,9/9/2024,Active,3/10/2023,664,20986.53,3.69,Cash,Diamond,No
RDR000687,Saad Al-Baker,Male,4/11/1977,Yemeni,Khobar,569244451,saad.albaker12@email.com,1/25/2024,Active,3/10/2023,520,13368.23,4.19,Credit Card,Diamond,No
RDR000688,Ali Al-Zamil,Male,2/2/2000,Saudi,Dhahran,592622134,ali.alzamil58@email.com,1/8/2024,Active,3/10/2023,201,4672.65,4.31,Mada,Platinum,No
RDR000689,Abdullah Al-Kaabi,Male,9/9/1982,Jordanian,Taif,577888064,abdullah.alkaabi64@email.com,11/5/2025,Active,3/10/2023,394,14403.14,4.31,Cash,Diamond,No
RDR000690,Nasser Al-Hamdan,Male,8/5/1984,Egyptian,Abha,580382000,nasser.alhamdan1@email.com,6/20/2025,Active,3/10/2023,768,20703.6,3.56,Mada,Diamond,No
RDR000691,Ali Al-Turki,Male,12/18/1990,Jordanian,Riyadh,593153138,ali.alturki43@email.com,1/8/2022,Active,3/10/2023,680,24186.49,4.84,Apple Pay,Diamond,No
RDR000692,Mohammed Al-Zahrani,Male,8/31/1991,Saudi,Mecca,543716263,mohammed.alzahrani24@email.com,2/19/2022,Active,3/10/2023,181,7787.87,4.67,Apple Pay,Platinum,No
RDR000693,Anoud Al-Rumaih,Female,5/27/1997,Yemeni,Dhahran,527864098,anoud.alrumaih88@email.com,3/14/2021,Active,3/10/2023,627,19425.15,3.94,Mada,Diamond,Yes
RDR000694,Yara Al-Hassan,Female,4/21/1990,Saudi,Medina,544994374,yara.alhassan11@email.com,2/15/2025,Active,3/10/2023,587,20858.5,4.9,Apple Pay,Diamond,No
RDR000695,Hamad Al-Ali,Male,7/10/1998,Sudanese,Mecca,539832632,hamad.alali44@email.com,11/7/2022,Active,3/10/2023,590,18226.41,3.76,Cash,Diamond,No
RDR000696,Rana Al-Hassan,Female,6/30/1979,Indian,Abha,579650275,rana.alhassan34@email.com,3/11/2020,Active,3/10/2023,401,17518.8,4.05,Credit Card,Diamond,No
RDR000697,Aisha Al-Muhanna,Female,2/15/2008,Saudi,Khobar,551153750,aisha.almuhanna81@email.com,6/20/2024,Active,3/10/2023,295,9940.15,4.74,Debit Card,Platinum,No
RDR000698,Yousef Al-Ali,Male,7/2/1993,Filipino,Tabuk,541677801,yousef.alali35@email.com,6/6/2024,Active,3/10/2023,204,7915.92,4.28,Mada,Platinum,No
RDR000699,Meshari Al-Nasser,Male,10/5/1993,Saudi,Dhahran,524391123,meshari.alnasser28@email.com,6/13/2022,Active,3/10/2023,301,11097.26,4.18,Apple Pay,Diamond,No
RDR000700,Samar Al-Shammari,Female,5/30/2006,Saudi,Taif,593318446,samar.alshammari35@email.com,11/18/2024,Active,3/10/2023,437,19045.3,4.17,Apple Pay,Diamond,Yes
RDR000701,Waleed Al-Mutairi,Male,3/29/1977,Filipino,Riyadh,580292642,waleed.almutairi61@email.com,12/20/2022,Active,3/10/2023,393,12514.92,4.42,Credit Card,Diamond,No
RDR000702,Khalil Al-Saud,Male,6/4/1990,Saudi,Dammam,528367664,khalil.alsaud43@email.com,1/18/2023,Active,3/10/2023,527,16717.6,4.29,Apple Pay,Diamond,No
RDR000703,Sadeem Al-Qahtani,Female,12/5/1995,Saudi,Khobar,532493530,sadeem.alqahtani18@email.com,7/18/2025,Active,3/10/2023,773,23020.99,4.17,Cash,Diamond,Yes
RDR000704,Hind Al-Zamil,Female,6/30/1976,Filipino,Khobar,548659084,hind.alzamil23@email.com,8/6/2025,Active,3/10/2023,373,11212.73,4.69,Apple Pay,Diamond,Yes
RDR000705,Saad Al-Anazi,Male,6/21/2001,Saudi,Khobar,559996586,saad.alanazi82@email.com,4/15/2019,Active,3/10/2023,7,153.21,4.82,Credit Card,Silver,No
RDR000706,Abdullah Al-Mahmoud,Male,12/6/1993,Egyptian,Mecca,574495536,abdullah.almahmoud5@email.com,4/19/2020,Active,3/10/2023,325,9962.42,3.6,Credit Card,Diamond,No
RDR000707,Hanan Al-Dosari,Female,2/27/1991,Filipino,Dammam,593209926,hanan.aldosari92@email.com,5/27/2022,Active,3/10/2023,533,15840.16,4.29,Cash,Diamond,Yes
RDR000708,Badr Al-Marri,Male,1/13/1992,Pakistani,Taif,532509513,badr.almarri48@email.com,4/13/2022,Active,3/10/2023,154,3640.16,4.62,Debit Card,Platinum,No
RDR000709,Majed Al-Ahmadi,Male,6/27/1999,Filipino,Abha,529221670,majed.alahmadi83@email.com,3/9/2020,Active,3/10/2023,195,2966.44,4.75,Debit Card,Platinum,No
RDR000710,Lama Al-Qahtani,Female,7/4/1986,Saudi,Dhahran,537374649,lama.alqahtani92@email.com,2/3/2019,Active,3/10/2023,533,16833.41,3.87,Apple Pay,Diamond,Yes
RDR000711,Khalil Al-Faisal,Male,12/6/1986,Indian,Abha,553063605,khalil.alfaisal34@email.com,12/23/2019,Active,3/10/2023,182,6807.67,4.68,Apple Pay,Platinum,No
